"text","structure","emojis","emotion"
"post ride reward . join us ! (@ indochine kitchen - usr ) url","NN NN NN . VB PRP . UH NNP NNP : USR -RRB- URL","","5.0"
"usr my spirit animal","USR PRP$ NN NN","","3.5"
"tonight's accommodations . tt.token","NNP NNS . HT","","3.5"
"not a day goes by that i don't think about you guys . happy grandparents day . i love & miss you guys more than ever . ? ?","RB DT NN VBZ IN IN PRP VBP VB IN PRP NNS . JJ NNS NN . PRP VBP CC VBP PRP NNS RBR IN RB . . .","","3.5"
"center section row 13 right on the aisle i'm actually legitimately holding back tears .","NNP NN NN CD RB IN DT NN PRP RB RB VBG RB NNS .","","3.5"
"tt.token love u usr","HT VBP PRP USR","","5.0"
"bringing back memories in italia with the famiglia tt.token tt.token","VBG RB NNS IN NNP IN DT NNP HT HT","","3.5"
"watch now ? southpaw 2015 year : 2015 release : 24 jul 2015 genre : action , drama , sport url","VB RB . NNP CD NN : CD NN : CD NNP CD NN : NN , NNP , NNP URL","","3.5"
"meet usr . can't wait to watch him take over the world . tt.token tt.token tt.token","VB USR . MD VB TO VB PRP VBP IN DT NN . HT HT HT","","3.5"
"movie premier monday aug 31 usr usr tt.token","NNP NNP NNP NNP CD USR USR HT","","5.0"
"rachel and bryce's way of cheering me up ? ?","NNP CC NNP NN IN VBG PRP RP . .","","5.0"
". usr has her tickets to usr w/ usr at usr ! ! more to win tomorrow morn ! - usr .",". USR VBZ PRP NNS TO USR IN USR IN USR . . JJR TO VB NN NN . : USR .","","3.5"
"more happy costumers thanks team member daylor ! tt.token tt.token","JJR JJ NNS UH NN NN NN . HT HT","","2.0"
"nick and joe","NNP CC NNP","","3.5"
"never thought i'd earn one of these medals . tt.token tt.token tt.token","RB VBD PRP VB CD IN DT NNS . HT HT HT","","2.0"
"max pacioretty was the first in tt.token history to be awarded two penalty shots in one period . tt.token tt.token","NNP NNP VBD DT JJ IN HT NN TO VB VBN CD NN NNS IN CD NN . HT HT","","0.0"
"new pope , new evangelization , new church - fr . con introduces pope francis tt.token","JJ NNP , JJ NN , JJ NN : NNP . NNP VBZ NNP NNP HT","","0.0"
"i miss camp and my babies ? ? ? ?","PRP VBP NN CC PRP$ NNS . . . .","","2.0"
"me and bae are watching harry potter","PRP CC NN VBP VBG NNP NNP","","3.5"
"usr tt.token tt.token jacob its out for me","USR HT HT NNP PRP RP IN PRP","","-1.5"
"here's usr on ee and smoak from dunedin . hopes and relationship . usr tt.token url","RB USR IN NNP CC NNP IN NNP . VBZ CC NN . USR HT URL","","5.0"
"usr usr tt.token we want free tickets please","USR USR HT PRP VBP JJ NNS UH","","3.5"
"definitely my tt.token ? ? ? ? ? ? ? ?","RB PRP$ HT . . . . . . . .","","5.0"
"he taught me how to flex ? ? ? ? ? ?","PRP VBD PRP WRB TO VB . . . . . .","","2.0"
"thanku david for all the retweets . really appreciate that . usr","UH NNP IN DT DT NNS . RB VBP DT . USR","","3.5"
"usr happy 45th my love ! ! ! have a wonderful day ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?","USR JJ JJ PRP$ NN . . . VB DT JJ NN . . . . . . . . . . . . . . . . . .","","5.0"
"i kinda like him","PRP RB IN PRP","","5.0"
"tt.token you are the best","HT PRP VBP DT JJS","","5.0"
"a summary . twitter this evening became an outlet for all of my one piece feels","DT NN . NNP DT NN VBD DT NN IN DT IN PRP$ NN NN VBZ","","5.0"
"and they say it's the worst places tt.token","CC PRP VBP PRP DT JJS NNS HT","","0.0"
"the new google `` g `` drives me nuts , as i'm sure i've adequately demonstrated by drawing lines on it .","DT JJ NN `` NNP `` VBZ PRP NNS , IN PRP JJ PRP RB VBN IN VBG NNS IN PRP .","","-1.5"
"stank face for a stank ass attitude ? ?","NNP NN IN DT NN NN NN . .","","-1.5"
"usr this buoy was made to help you","USR DT NN VBD VBD TO VB PRP","","5.0"
"oh well","UH UH","","2.0"
"cries because","NNS IN","","-5.0"
"today still sucks . here are some panda cubs .","NN RB VBZ . RB VBP DT NN NN .","","0.0"
"yupp","UH","","2.0"
"i just tasted the best apple ever and i found it off some random tree","PRP RB VBD DT JJS NN RB CC PRP VBD PRP RP DT JJ NN","","3.5"
"sums up our night usr","VB RP PRP$ NN USR","","2.0"
"? ? julian's jokes styl",". . DT NNS RB","","2.0"
"still a beautiful sight even after all these years - american pavilion tt.token tt.token","RB DT JJ NN RB IN DT DT NNS : NNP NN HT HT","","5.0"
"can't wait to show off our pink and raise money for a cure tt.token tt.token tt.token","MD VB TO VB RP PRP$ JJ CC VB NN IN DT NN HT HT HT","","5.0"
"one of the friendly local winnipeg racists reveal his tt.token on usr . url","CD IN DT JJ JJ NNP NNS VB PRP$ HT IN USR . URL","","-5.0"
"usr you are very welcome usr usr usr have a good day (:","USR PRP VBP RB JJ USR USR USR VB DT JJ NN UH","","5.0"
"alex petrov at tt.token : mathematical formalism for voting process","NNP NNP IN HT : JJ NN IN NNP NNP","","2.0"
"you can `` meet the candidates `` for ward 1 tt.token by-election tomorrow . rsvp at url","PRP MD `` VB DT NNS `` IN NNP CD HT NN NN . VB IN URL","","3.5"
"usr usr usr usr usr really lovely lips .","USR USR USR USR USR RB JJ NNS .","","-1.5"
"new price : $ 355,000 - 812 burnhamthorpe rd - tt.token -1310 sqft tt.token tt.token url","JJ NN : UH CD : CD NNP NNP : HT CD NNP HT HT URL","","3.5"
"usr lies . just tell","USR NNS . RB VB","","-1.5"
"feeling a vintage tt.token vibe today on tt.token tt.token tt.token tt.token tt.token url","VBG DT NN HT NN NN IN HT HT HT HT HT URL","","3.5"
"tt.token | 2006 tt.token tt.token c350 for sale $ 8,999 url","HT : CD HT HT CD IN NN NN CD URL","","2.0"
"usr thanks for the follow","USR NNS IN DT NN","","5.0"
"do anything to please you","VBP NN TO VB PRP","","5.0"
"this is the face of a guy who just got `` add cliffhanger here * - the male gaze usr","DT VBZ DT NN IN DT NN WP RB VBD `` VB NN RB UH : NNP NNP NNP USR","","3.5"
"when you hear some good beef about your ex and his new girl ? ?","WRB PRP VBP DT JJ NN IN PRP$ NN CC PRP$ JJ NN . .","","3.5"
"a nearby resident's nursing this young tree back to health ? ? how's that for community spirit ? ? ? ? ? tt.token tt.token","DT JJ NNS VBG DT JJ NN RB TO NN . . RB DT IN NN NN . . . . . HT HT","","3.5"
"usr marylene ? ? ? ? ? ? ? ? good friends ? ? ? ? ? ? ? ? ? ? ?","USR NNP . . . . . . . . JJ NNS . . . . . . . . . . .","","3.5"
"usr good morning dominion ! have a blessed day ! smiley","USR UH UH NNP . VBP DT JJ NN . EMO",":-)","3.5"
"so cute wtf","RB JJ UH","","3.5"
"want a chance to #win for tt.token ? visit for tt.token details ! tt.token url","VBP DT NN TO VB IN HT . VB IN HT NNS . HT URL","","2.0"
"vancouver , british columbia 18.0 °c | 64.0 °f humidity : 77% overcast","NNP , NNP NNP CD NNP : CD NNP NNP : CD NN","","3.5"
"usr ? ? you rock ! ? ?","USR . . PRP VBP . . .","","3.5"
"goodnight from us to you ? ? usr","UH IN PRP TO PRP . . USR","","3.5"
"usr : tt.token 1 . last full day of tt.token tmro . 2 . tt.token - tt.token 3 . tt.token tt.token","USR : HT CD . JJ JJ NN IN HT NN . CD . HT : HT CD . HT HT","","5.0"
"i can't get over how dark my hair is in this ? ? ? ? tt.token usr tt.token","PRP MD VB IN WRB JJ PRP$ NN VBZ IN DT . . . . HT USR HT","","3.5"
"big surprise twitter sphere tt.token rejects calls for tt.token to accept tt.token url","JJ NN NNP NNP HT VBZ NNS IN HT TO VB HT URL","","3.5"
"when the girl you like gets back together with their ex :","WRB DT NN PRP IN VBZ RB RB IN PRP$ NN :","","0.0"
"rt usr here's what chris alexander thinks of the mainstream media via usr url","RT USR RB WP NNP NNP VBZ IN DT NN NN IN USR URL","","2.0"
"`` dry water falls , `` eastern washington state , acrylic painting","`` NNP NNP NNP , `` NNP NNP NNP , NN NN","","3.5"
"usr usr usr usr usr in a blink of an eye","USR USR USR USR USR IN DT NN IN DT NN","","2.0"
"napping in the sand .","VBG IN DT NN .","","3.5"
"1972 stella harmony 43 years old and still sounds awesome","CD NNP NNP CD NNS JJ CC RB VBZ JJ","","5.0"
"one of my favorites so far lol","CD IN PRP$ NNS RB RB UH","","5.0"
"i got seymour butts","PRP VBD NNP NNS","","2.0"
"usr thanks for #donating to our tt.token tt.token tt.token tt.token tt.token tt.token tt.token","USR NNS IN VBG TO PRP$ HT HT HT HT HT HT HT","","5.0"
"joy behar who cares url","NNP NNP WP VBZ URL","","5.0"
"usr wow so tumblr","USR UH RB NNP","","2.0"
"looks like my crews are ready to go and install the exhaust system for the new wok box torbay rd .","VBZ IN PRP$ NNS VBP JJ TO VB CC VB DT NN NN IN DT JJ NN NNP NNP NNP .","","5.0"
"back stage access .","RB NN NN .","","-1.5"
"lmaooooooooo wtf is hood by air doing","UH UH VBZ NN IN NN VBG","","0.0"
"you guys have no idea how much these goofballs mean to me ! ? ? i love you guys usr usr","PRP NNS VBP DT NN WRB RB DT NNS VBP TO PRP . . . PRP VBP PRP NNS USR USR","","0.0"
"here we go ! usr is fired up !","RB PRP VBP . USR VBZ VBN RP .","","3.5"
"click here to watch the video : brunette with enormous boobs amy anderssen is in the intens url","NN RB TO VB DT NN : NN IN JJ NNS NNP NNP VBZ IN DT NNP URL","","3.5"
"i guess i did have a scene phase after all","PRP VBP PRP VBD VB DT NN NN IN DT","","0.0"
"tt.token tt.token tt.token mama and her baby","HT HT HT NN CC PRP$ NN","","5.0"
"cheap night : clips and critics `` takes on movies playing in tt.token url","JJ NN : NNS CC NNS `` VBZ IN NNS VBG IN HT URL","","2.0"
"happy friday my friends ! ! ! we made it ! ! have an awesome day ! and weekend ! ? ? ? ? ? ?","JJ NNP PRP$ NNS . . . PRP VBD PRP . . VB DT JJ NN . CC NN . . . . . . .","","3.5"
"not a good pic but oh well ! tt.token usr usr i love you guys ? ? ? ? x8","RB DT JJ NN CC UH UH . HT USR USR PRP VBP PRP NNS . . . . CD","","3.5"
"stillwells , best beer bar in halifax , sours , ipas , imp stouts , excellent selection of local brews , check it out ! ? ?","NNP , JJS NN NN IN NNP , NNS , NNS , NNP NNS , JJ NN IN JJ NNS , VB PRP RP . . .","","5.0"
"looking good you come out warm shower in afternoon","VBG JJ PRP VBP RP JJ NN IN NN","","3.5"
"join us thursday , september 3 , from 9am-5pm at 121 studios for a day of free coworking ! url","VB PRP NNP , NNP CD , IN CD IN CD NNS IN DT NN IN JJ NN . URL","","5.0"
"i did this thing where i went to sephora and bought something i've always wanted but didn't have the guts to wear","PRP VBD DT NN WRB PRP VBD TO NNP CC VBD NN PRP RB VBD CC VBD VB DT NNS TO VB","","-1.5"
"? ? ? ? i adore usr",". . . . PRP VBP USR","","2.0"
"facetime to my doggy ? ?","NNP TO PRP$ NN . .","","2.0"
"fall is in the air for sections of the maritimes today . prepare for a break from the heat ! details @ 7 usr","NN VBZ IN DT NN IN NNS IN DT NNP NN . VB IN DT NN IN DT NN . NNS IN CD USR","","2.0"
"school tomorrow got me like","NN NN VBD PRP IN","","-1.5"
"i am looking for a buyer on 5 anchor ln tt.token tt.token tt.token url","PRP VBP VBG IN DT NN IN CD NNP NNP HT HT HT URL","","3.5"
"holy crap she is so bad ! ! ! ! !","UH UH PRP VBZ RB JJ . . . . .","","0.0"
"so pretty today ? ?","RB RB NN . .","","5.0"
"can i get 1m rt so that usr can notice me .","MD PRP VBP CD RT RB DT USR MD VB PRP .","","2.0"
"i can't decide . text or no text ?","PRP MD VB . NN CC DT NN .","","-1.5"
"throwback thursday lol usr usr","NNP NNP UH USR USR","","2.0"
"enjoying a fine cohiba cigar while listening to tt.token on usr . nothing beats this","VBG DT JJ NNP NN IN VBG TO HT IN USR . NN VBZ DT","","5.0"
"okay . there are reports of zombies in this area ... let's split up","UH . EX VBP NNS IN NNS IN DT NN : VBP VB RP","","-1.5"
"my tt.token name engraved on tt.token tt.token cool stuff by usr tt.token moto x pure edition starts sep . 2","PRP$ HT NN VBD IN HT HT JJ NN IN USR HT NN UH NNP NNP VBZ NNP . CD","","3.5"
"how mclaren f1 tech is turbocharging the world's industries url","WRB NNP NNP NNP VBZ VBG DT NNS NNS URL","","3.5"
"beautiful gifts from staff at usr & usr thankful to be surrounded by so many amazing people !","JJ NNS IN NN IN USR CC USR JJ TO VB VBN IN RB JJ JJ NNS .","","5.0"
"usr usr usr usr realize and respect your karma","USR USR USR USR VB CC VB PRP$ NNP","","3.5"
"actually my favourite thing in the world right now .","RB PRP$ NN NN IN DT NN RB RB .","","5.0"
"2016 ohio hs football senior positional rankings : linebackers url","CD NNP NNP NNP NNP JJ NNS : NNS URL","","3.5"
"nishhhhhhhhhhh","UH","","3.5"
"tt.token & tt.token day today ... so only fitting to share this tt.token with you , who lives in tt.token tt.token","HT CC HT NN NN : RB RB JJ TO VB DT HT IN PRP , WP VBZ IN HT HT","","3.5"
"bc why not","IN WRB RB","","2.0"
"first time golfing . she's keen . ? ?","JJ NN NN . PRP JJ . . .","","3.5"
"i'd rather have wrinkles & be a nice person lol","PRP RB VB NNS CC VB DT JJ NN UH","","3.5"
"running under her own power again ! just needs body panels to be installed now ? ? ? ?","VBG IN PRP$ JJ NN RB . RB VBZ NN NNS TO VB VBN RB . . . .","","0.0"
"i drew a lion for you shawn ? ? idk if you like lions but ... usr tt.token tt.token","PRP VBD DT NN IN PRP NNP . . UH IN PRP IN NNS CC : USR HT HT","","2.0"
"is this what you're all talking about ? ? ? there's nothing there omg stop","VBZ DT WP PRP DT VBG IN . . . RB NN RB UH VB","","-1.5"
"usr thanks for the follow !","USR NNS IN DT NN .","","3.5"
"burdock flower essence .","NNP NNP NN .","","5.0"
"just blessed by a complete stranger in the coffee shop . now back to my regularly scheduled coffee .","RB VBD IN DT JJ NN IN DT NN NN . RB RB TO PRP$ RB VBD NN .","","5.0"
"found your song usr","VBD PRP$ NN USR","","-1.5"
"my parents are the best tt.token stocked up","PRP$ NNS VBP DT JJS HT VBD RP","","5.0"
"fuck my whole existence","VB PRP$ JJ NN","","-5.0"
"`` i see her later on tonight ``","`` PRP VBP PRP RB IN NN ``","","3.5"
"so this is pretty exciting","RB DT VBZ RB JJ","","3.5"
"current mood : tt.token","JJ NN : HT","","-5.0"
"i miss you dawg ? ? tt.token tt.token ? ? ? ? ? ?","PRP VBP PRP NN . . HT HT . . . . . .","","3.5"
"the parables of kryon free audio ? url","DT NNS IN NNP JJ NN . URL","","3.5"
"cityfolk turning bank st. into `` musical harvest `` tt.token tt.token url","NNP VBG NNP NNP IN `` NN NN `` HT HT URL","","5.0"
"my keyboard tho ? ? ? ?","PRP$ NN RB . . . .","","2.0"
"vw jetta riding on 18 `` matte black wheels and tires !","NNP NNP VBG IN CD `` NN NN NNS CC NNS .","","5.0"
"usr im not impressed with this shit","USR PRP RB VBN IN DT NN","","-1.5"
"usr and her","USR CC PRP","","3.5"
"go get tickets at tt.token usr • columbus ohio ? ? 574 url","VB VB NNS IN HT USR UH NNP NNP . . CD URL","","5.0"
"usr bite me","USR VB PRP","","-5.0"
"the poles in quebec are better","DT NNS IN NNP VBP JJR","","2.0"
"successful riding day","JJ NN NN","","5.0"
"the focus gallery at tt.token was filled with awesome art work","DT NN NN IN HT VBD VBN IN JJ NN NN","","5.0"
"usr 100 days till christmas - or is 99 ?","USR CD NNS IN NNP : CC VBZ CD .","","5.0"
"walk ins tt.token tt.token tt.token tt.token tt.token tt.token tt.token tt.token tt.token","VB NNS HT HT HT HT HT HT HT HT HT","","3.5"
"usr oh i had those on my big plate at jazz fest ...","USR UH PRP VBD DT IN PRP$ JJ NN IN NNP NNP :","","5.0"
"have a super awkward and uncomfortable close up of my eye","VBP DT JJ JJ CC JJ JJ IN IN PRP$ NN","","-1.5"
"usr thanks for taking grace up on stage tonight ! she loves you and she says it's the best day ever ? ? ? ?","USR NNS IN VBG NNP RP IN NN NN . PRP VBZ PRP CC PRP VBZ PRP DT JJS NN RB . . . .","","5.0"
"when i suck at making posters ? ? ? ? ? ? ? ? ? ? ? ? usr","WRB PRP VBP IN VBG NNS . . . . . . . . . . . . USR","","2.0"
"love you grayson ! ? ? usr","VBP PRP NNP . . . USR","","3.5"
"usr mike be like ..","USR NNP VB IN :","","2.0"
"morning drives ? ? ? ? ? ? ? ?","NN VBZ . . . . . . . .","","0.0"
"even tho we didn't come out with a w , still proud of all the boys that i know on both sides of the field ! tt.token","RB RB PRP VBD VB RP IN DT NNP , RB JJ IN DT DT NNS IN PRP VBP IN DT NNS IN DT NN . HT","","5.0"
"ordering this once i'm settled tomorrow ? ?","VBG DT RB PRP VBD NN . .","","3.5"
"went to see a rock on the beach tt.token tt.token tt.token","VBD TO VB DT NN IN DT NN HT HT HT","","3.5"
"usr tt.token happening every week : wouldn't you conclude this is a problem in need of a solution ?","USR HT VBG DT NN : VBP PRP VBP DT VBZ DT NN IN VBP IN DT NN .","","5.0"
"u-turning near a school ? just because is no excuse . tt.token tt.token usr usr usr","VBG IN DT NN . RB IN VBZ DT NN . HT HT USR USR USR","","3.5"
"i'm coping these","PRP VBG DT","","5.0"
"graphics plr mega bundle - 3 businesses in a box for $20 - url","NNP NNP NNP NNP : CD NNS IN DT NNP IN CD : URL","","3.5"
"alright ? ?","UH . .","","2.0"
"club sandwiches are life","NN NNS VBP NN","","5.0"
"i'd say it was a good labor day weekend ? ? ? ?","PRP VB PRP VBD DT JJ NNP NNP NN . . . .","","5.0"
"united states of dmb tt.token tt.token tt.token tt.token","NNP NNP IN NNP HT HT HT HT","","2.0"
"usr go falcons beat panthers !","USR VB NNP NN NNS .","","5.0"
"my mom is too cute","PRP$ NN VBZ RB JJ","","3.5"
"* almost * a geophysical shirt ... url","UH RB : DT NN NN : URL","","2.0"
"i last night was so much fun i hope you guys come back ? ? ? ? usr usr usr usr","PRP JJ NN VBD RB JJ JJ PRP VBP PRP NNS VBP RB . . . . USR USR USR USR","","3.5"
"squad goals","NN NNS","","5.0"
"tt.token projections `` sample : tt.token signup here : tt.token in the works . url url","HT NNS `` NN : HT NN RB : HT IN DT NNS . URL URL","","3.0"
"at some point negative people will finally get it , but hopefully it's before their life has passed them by ! ?","IN DT NN JJ NNS MD RB VB PRP , CC RB PRP IN PRP$ NN VBZ VBN PRP IN . .","","-5.0"
"tt.token the real nigga bitch magazine","HT DT JJ NN NN NN","","2.0"
"the largest number of trends in vancouver for saturday 22 was at 8 pm : url","DT JJS NN IN NNP IN NNP IN NNP CD VBD IN CD NN : URL","","5.0"
". usr say death on prefontaine st. was accident , not suspicious . 37yr old man dead . tt.token",". USR VB NN IN NNP NNP VBD NN , RB JJ . CD JJ NN JJ . HT","","-5.0"
"? ? ? ? right , don't play",". . . . RB , VB VB","","-1.5"
"tt.token usr seems to be just as clueless as usr when it comes to these `` walls . ``","HT USR VBZ TO VB RB RB RB IN USR WRB PRP VBZ TO DT `` NNS . ``","","3.5"
"check out a weightlifting class tomorrow @ 6pm ! ! more : tt.token url","VB RP DT NN NN NN IN CD . . JJR : HT URL","","3.5"
"with the lovely & talented cast of tt.token in montreal . quelle belle expérience ? ?","IN DT JJ CC JJ NN IN HT IN NNP . JJ NNP NN . .","","3.5"
"how did we end up here","WRB VBD PRP VBP RP RB","","0.0"
"5 hours of driving and we're home . tt.token tt.token tt.token tt.token ? tt.token","CD NNS IN VBG CC VBD NN . HT HT HT HT . HT","","3.5"
